P,PET,Tmax,Tmin,R
0.13,0.7114,22.6,3.6333,3.228
4.4,0.6907,21.4222,4.5444,3.249
8.12,0.7362,18.8722,9.0278,3.27
2.02,0.852,17.3667,10.1944,3.29
0.43,0.8437,17.2722,9.0611,3.31
0.05,0.7527,25.7222,8.8278,3.33
0.01,0.7114,26.8722,7.0389,3.349
1.03,0.6783,24.9167,11.3111,3.369
7.81,0.7072,24.9611,12.1111,3.387
0.15,0.7114,23.5333,7.3167,3.406
0.03,0.7114,24.6333,6.7111,3.424
0.05,0.6659,24.8778,10.2444,3.442
1.96,0.6245,27.5722,9.9111,3.46
6.73,0.6369,28.0389,11,3.477
9.55,0.6783,29.1333,12.4778,3.494
15.54,0.823,25.4611,11.6833,3.511
1.05,1.2284,22.8833,10.5389,3.527
2.73,0.9678,23.8833,8.3389,3.543
0.6,0.8024,24.9611,10.6556,3.558
0.59,0.7445,27.3556,10.6278,3.573
0.15,0.699,28.4667,12.4722,3.588
2.47,0.6535,29.3889,15.95,3.603
2.17,0.6245,27.3833,13.2889,3.617
0.74,0.6163,22,13.1222,3.63
0.03,0.5708,22.45,4.5667,3.644
0,0.5253,23.5722,4.7944,3.657
0,0.5211,27.95,7.6333,3.669
0,0.5087,29.9778,10.15,3.682
0,0.4839,31.5444,11.4222,3.693
0.05,0.4508,32.3278,13.0944,3.705
0,0.4384,32.2667,13.8556,3.716
1.45,0.4384,31.3278,14.1111,3.726
4.7,0.4219,25.4056,12.4444,3.736
0.16,0.4384,21.2333,6.1889,3.746
0,0.4632,25.5111,5,3.756
0.01,0.4384,31.4056,9.9111,3.765
0.21,0.4049,33.4944,13.6444,3.773
0.43,0.3962,33.1944,14.2667,3.781
21.24,0.4177,28.8833,14.05,3.789
0.23,0.5418,20.8889,7.1556,3.796
0,0.5749,23.3667,5.9167,3.803
0,0.4715,26.8778,7.2778,3.809
0,0.4301,30.1833,9.9278,3.815
0,0.426,30.9889,12.2389,3.821
0.19,0.4016,31.1944,13.4444,3.826
4.9,0.3462,31.3278,14.8389,3.831
3.12,0.378,29.0778,15.7944,3.835
3.31,0.4425,28.8944,15.8111,3.839
1.56,0.5004,29.3556,16.6056,3.842
3.73,0.4343,31.6944,16.6333,3.845
0.02,0.5004,33.3333,16.2944,3.847
1.25,0.4632,34.7667,17.8056,3.849
4.22,0.4425,35.3111,18.4111,3.851
1.14,0.4343,31.7,19.5944,3.852
0.23,0.4839,31.2667,19.7667,3.853
2.69,0.426,34.6333,20.2556,3.853
0.06,0.4132,29.5944,15.25,3.853
0,0.3846,28.7056,10.4222,3.852
0.02,0.3284,31.6167,13.1222,3.851
2.62,0.323,27.9889,15.6833,3.849
0.31,0.3238,26.1944,9.0667,3.847
0,0.3296,28.0944,8.15,3.845
0.03,0.3371,26.5611,12.6389,3.842
0.04,0.335,24.6444,14.7278,3.839
0,0.3032,29.2667,13.4667,3.835
0,0.2879,31.2389,11.6667,3.831
0.02,0.3003,34.5056,13.9833,3.826
2.38,0.3056,35.8833,17.5833,3.821
3.23,0.2792,35.2944,17.6167,3.816
2.76,0.2639,34.5611,18.2556,3.81
1.61,0.2945,33.15,17.9111,3.803
9.2,0.3201,30.1111,20.8444,3.797
6.69,0.3255,28.8611,19.7,3.789
0.83,0.3172,32.0667,20.0556,3.782
0.12,0.366,34.65,20.0611,3.774
0.1,0.3615,35.9278,20.6667,3.765
1.98,0.2817,35.2556,20.6222,3.756
9.7,0.2109,34.0389,20.6333,3.747
4.58,0.2535,33.2889,19.7222,3.737
1.52,0.517,32.5556,19.8222,3.727
27.38,0.4963,31.7944,20.4722,3.717
0.17,0.7982,29.5333,19.3556,3.706
10.33,0.8727,28.2778,19.0278,3.694
0.36,0.9099,30.2167,17.3833,3.683
1.82,0.7031,30.4,16.5667,3.67
8.92,0.517,29.8444,17.3333,3.658
10.29,0.426,28.6556,18.1333,3.645
2.44,0.6163,30.4444,17.9556,3.632
0.42,0.5087,32.1944,18.4056,3.618
1.17,0.4508,32.6667,18.8111,3.604
0.24,0.3942,31.8056,18.8444,3.59
0.2,0.3855,32.8167,18.5833,3.575
0.55,0.3884,33.1611,19.5167,3.56
0.7,0.3396,31.9278,20.1111,3.544
12.24,0.2899,29.8333,21.2389,3.528
1.61,0.3044,29.8889,19.7944,3.512
7.27,0.4103,30.9056,18.7667,3.495
0,0.4715,31.4333,18.6667,3.479
0.01,0.488,32.1,18.1111,3.461
0.7,0.3635,32.7444,18.2333,3.444
4.75,0.3131,32.6611,19.05,3.426
8.24,0.6204,30.5333,19.4389,3.408
0.06,0.4963,31.5889,18.7,3.389
0.02,0.3929,32.9111,18.4056,3.37
0.06,0.3309,32.5333,18.4056,3.351
2.5,0.3102,33.7167,19.2333,3.332
1.03,0.3102,34.7833,18.9667,3.312
0,0.2895,36.2611,18.8222,3.292
0.02,0.2329,37.6722,18.8778,3.272
2.2,0.2159,36.1444,19.5667,3.251
9.51,0.2097,32.0056,20.2611,3.23
1.31,0.2403,29.8889,19.6833,3.209
6.61,0.3234,28.1556,17.4278,3.188
1.32,0.4343,27.2611,17.3778,3.166
0.39,0.2668,30.1444,18.45,3.145
0,0.237,30.5667,14.1222,3.122
0.01,0.2655,31.8611,13.2333,3.1
0.15,0.2142,31.9833,14.75,3.078
23.99,0.1448,29.6,17.6444,3.055
19.65,0.4963,29.7722,19.6944,3.032
3.28,0.9968,25.9722,18.2222,3.009
0.07,0.7403,24.0389,15.9833,2.986
0,0.4632,25.5056,13.0778,2.962
0.36,0.3396,25.8722,11.0222,2.938
6.97,0.304,25.3944,12.7278,2.914
28.79,0.3693,23.4278,16.4556,2.89
0.99,0.8892,22.8167,13.4889,2.866
0.28,0.8272,20.4889,12.4667,2.842
0.21,0.5211,21.6667,8.3333,2.817
0.01,0.4111,22.6778,6.8667,2.793
23.54,0.3875,20.8944,12.8444,2.768
0.32,0.9223,26.4833,14.8778,2.743
0.03,0.7321,27.4778,16.8889,2.718
0.19,0.517,27.5833,18.0944,2.693
0.19,0.4177,29.2889,17.8667,2.668
0.11,0.383,30.2722,17.7333,2.642
0.2,0.3429,27.7278,15.8667,2.617
0.16,0.3214,23.1389,15.7722,2.591
34.02,0.3805,19.1278,13.9944,2.566
1.12,0.79,22.5722,15.3667,2.54
2.1,0.9058,24.7778,17.4333,2.515
0.72,0.6121,27.7222,18.1667,2.489
0.05,0.5004,27.5389,14.0444,2.463
0,0.455,27.8778,9.2278,2.437
0.52,0.4074,29.7722,11.6944,2.411
10.69,0.3913,28.2889,15.8222,2.385
1.75,0.5294,23.4111,14.7611,2.36
0.34,0.5087,22.8056,11.9722,2.334
0.06,0.4632,23.9056,9.7556,2.308
0,0.4004,25.1278,9.1167,2.282
0.02,0.3698,22.8444,10.1,2.256
0.03,0.3516,23.1611,12.1611,2.23
0.14,0.3329,24.5556,12.6944,2.205
15.64,0.3482,23.0444,15.15,2.179
18,0.6411,19.5611,14.6611,2.153
0.83,1.5386,18.4889,10.6389,2.127
0,0.7941,17.3389,3.6556,2.102
0,0.5583,16.0611,0.7833,2.076
0,0.4467,14.65,0.4056,2.051
0,0.4219,15.9056,-0.4333,2.026
0,0.402,16.2611,0.1222,2
0,0.3942,18.6389,1.1278,1.975
0,0.3627,19.55,4.7667,1.95
0,0.3652,16.4222,1.4722,1.925
0,0.3582,13.3111,-2.8889,1.901
0,0.3536,17.1833,-3.4111,1.876
0,0.3474,22.1,-0.0667,1.851
0,0.3342,21.9778,1.9278,1.827
0.05,0.3391,23.55,5.0278,1.803
0.12,0.3449,23.4389,8.6889,1.779
1.11,0.3561,20.0167,8.9889,1.755
0.55,0.3573,16.2944,-0.0667,1.731
12.88,0.3689,12.3,3.9667,1.708
0.97,0.4343,12.9889,3.8722,1.684
0.19,0.4591,16.4611,-1.5889,1.661
0.23,0.4136,18.3,2.9722,1.638
0.06,0.3768,16.6278,1.6556,1.615
0.44,0.366,15.45,1.6889,1.593
0,0.359,16.7833,-3.1167,1.571
0.1,0.3507,19.9167,2.7889,1.548
0.01,0.3644,18.9111,1.2833,1.527
0.26,0.3569,15.9222,-0.0278,1.505
13.07,0.3648,10.7667,2.4278,1.484
1.09,0.6204,14.8111,3.1667,1.463
0.01,0.5211,13.7611,0.7222,1.442
0.15,0.4508,17.0222,-1.7667,1.421
3.74,0.4177,19.6667,2.0056,1.401
22.32,0.4508,18.9444,7.6722,1.381
0.16,0.5459,13.7556,2.5667,1.361
0.12,0.8272,16.0611,1.8056,1.342
0.07,0.6742,18.1667,0.2611,1.322
0.01,0.5708,19.1167,0.7944,1.304
1.42,0.5377,20.8667,4.2833,1.285
0.01,0.4839,16.7167,2.7167,1.267
0.01,0.4467,11.7667,-2.0833,1.249
0.97,0.426,17.4833,1.55,1.231
0,0.426,20.5333,-0.1,1.214
0.27,0.4301,20.6333,0.3833,1.197
13.05,0.4384,21.0111,6.2167,1.181
9.72,0.5708,17.5667,7.3389,1.164
0.22,1.0133,13.1444,-2.9556,1.148
0.77,0.8685,10.1333,-0.4556,1.133
5.74,0.6617,17.8833,4.5611,1.118
0.01,0.6328,15.5833,3.3167,1.103
0.1,0.6617,9.5611,-3.2722,1.088
2.38,0.579,9.2722,0.4556,1.074
0.02,0.579,15.6222,0.2778,1.061
0.29,0.5708,16.8667,-1.6833,1.047
0.11,0.5377,17.9278,0.1222,1.034
34.66,1.0753,16.8389,8.4444,1.022
1.72,1.9025,12.7,2.9722,1.009
0.05,1.1374,10.9722,-4.05,0.998
0.06,1.1457,10.9667,-2.8222,0.986
0.03,0.9264,9.5389,-3.1167,0.975
0.01,0.823,8.7333,-4.1222,0.965
0,0.7279,16.2056,-3.4722,0.955
0,0.6576,12.4222,-0.5,0.945
0,0.6287,10.9,-5.7,0.935
0,0.5997,16.1333,-4.3056,0.926
0,0.5666,16.3722,-2.7833,0.918
0.01,0.5666,15.1,-1.5667,0.91
6.1,0.5501,9.9833,-1.1167,0.902
0.06,0.6245,5.5167,-7.5389,0.895
0,0.6328,3.0611,-5.5667,0.888
0,0.6163,-0.1,-11.3667,0.882
0.14,0.5666,3.2278,-11.0556,0.876
0.01,0.5418,11.1778,-6.3833,0.87
0,0.5418,13.7056,-2.0222,0.865
0.04,0.517,7.7556,-2.5944,0.86
0.08,0.4963,1.5389,-6.1111,0.856
0.06,0.4756,1.7389,-9.0611,0.852
0,0.4756,12.9611,-7.1,0.849
0.07,0.4756,13.7,-2.3333,0.846
3.09,0.4632,12.7056,1.9,0.844
0.11,0.4756,10.2111,0,0.842
4.06,0.4756,10.0667,2.95,0.84
5.75,0.5046,15.1444,5.3944,0.839
0.07,0.5459,14.1222,2.3944,0.838
0.1,0.5377,12.3778,-3.4056,0.838
0.01,0.5087,13.0389,-2.7,0.838
2.16,0.5253,16.1222,1.8833,0.839
0.32,0.4963,8.8667,-6.4278,0.84
7.99,0.4674,5.8222,-3.6333,0.842
11.4,0.6245,10.4778,-0.0389,0.844
3.69,0.9058,9.2833,3.2667,0.84
0.05,1.0092,11.3722,2.8333,0.849
0.33,0.8603,11.3722,2.8056,0.852
0.04,0.7734,8.0778,-3.25,0.856
0.24,0.7155,8.5722,-6.9611,0.86
5.82,0.6535,8.1778,-1.3444,0.865
1,0.6411,8.8889,1.9,0.87
3.39,0.6659,13.0556,3.4111,0.875
1.39,0.6948,9.8,0.5222,0.881
1.24,0.7031,4.4278,-1.3889,0.888
6.51,0.67,7.7667,-1.3722,0.894
3.24,0.6617,10.1611,2.1222,0.902
7.78,0.9306,9.2833,1.9722,0.909
2.9,1.0753,4.5167,-4.9111,0.917
2.21,1.0133,9,-2.0667,0.926
0,0.9099,9.5333,0.6833,0.935
0,0.8272,10.7167,-6.7722,0.944
0,0.7858,13.8056,-5.8333,0.954
0,0.7238,15.0278,-1.6389,0.964
0,0.6783,12.3278,-0.6111,0.974
0,0.6535,6.8833,-4.9556,0.985
0,0.6328,9.3944,-7.35,0.997
0,0.6121,16.8444,-5,1.008
0,0.5997,19.4556,-4.1222,1.021
0,0.579,19.6111,-1.3778,1.033
0.12,0.5542,17.7611,0.9667,1.046
0.01,0.5542,14.8833,2.9667,1.059
0.06,0.5583,15.3111,-2.9944,1.073
0.02,0.5459,19.0056,-0.9722,1.087
0.43,0.5377,17.2111,5.1278,1.101
0.01,0.5501,17.7833,-0.2,1.116
0,0.5459,22.1167,0.5111,1.131
0.01,0.5335,24.1833,5.1056,1.147
0.85,0.5335,23.5222,9.8611,1.163
0.44,0.5211,15.6889,1.7778,1.179
6.9,0.5211,4.3056,-0.35,1.196
4.51,0.5997,10,0.5111,1.212
1.45,0.6576,11.1111,3.4,1.23
0.05,0.6452,8.0278,-1.3778,1.247
0,0.5832,3.5222,-8.6611,1.265
0,0.5294,4.8667,-11.7833,1.283
0,0.5004,10.9389,-8.7556,1.302
0,0.4922,12.6778,-4.8167,1.321
0.11,0.4963,10.4722,-3.0889,1.34
0.2,0.4963,19.9056,-0.0722,1.359
0,0.4756,24.3278,7.2611,1.379
7.5,0.4715,19.8889,7.1667,1.399
18.09,0.5625,5.5556,-1.7778,1.419
10.28,0.7445,0.4,-4.1944,1.44
0.55,0.8065,5.8722,-4.2167,1.461
4.51,0.9016,6.0111,-1.7667,1.482
17.51,1.5592,12.4778,1.0389,1.503
2.39,3.8795,11.0167,2.6556,1.525
3.44,2.5146,3.8444,-3.45,1.546
0.6,1.6957,0.3778,-8.7111,1.569
0.1,1.4393,6.0333,-10.4667,1.591
0.2,1.1622,11.9611,-5.2389,1.613
19.51,1.4558,8.5722,-0.3667,1.636
8.92,3.3625,6.6222,-0.2,1.659
0.01,2.647,10.2278,-3.3889,1.682
0.41,1.7578,11.7444,-3.9389,1.705
6.56,1.4434,10.25,0.3278,1.729
0.76,1.3152,10.2889,3.7556,1.753
4.38,1.1787,15.4778,5.1444,1.777
26.37,4.7563,18.2333,6.0833,1.801
0.13,8.2718,8.1944,-1.4611,1.825
0.27,4.3427,3.4389,-4.5333,1.849
0.03,2.6883,11.4778,-2.9389,1.874
0.01,1.9025,15.1889,-3.2611,1.898
0,1.6337,16.5944,-0.6611,1.923
0.05,1.2408,21.4944,1.2167,1.948
3.5,1.0547,15.1833,3.1167,1.973
0.42,1.034,13.1444,1.9833,1.998
5.88,0.9926,22.4444,4.4,2.023
0.79,1.1167,19.8778,5.5,2.049
1.02,1.0133,20.6278,1.9611,2.074
4.72,0.9099,22.4222,7.5778,2.1
0.68,0.8685,15.5833,1.2611,2.125
7.43,0.9099,10.9722,0.4889,2.151
6.43,1.1374,13.0278,3.0278,2.176
4.93,1.3649,9.85,0.5167,2.202
29.39,1.7784,7.55,-0.3556,2.228
2.59,4.0697,15.0778,0.7111,2.254
0,3.2881,23.0556,1.25,2.28
0.03,2.0018,25.5333,3.8556,2.306
0,1.6089,25.9944,6.6889,2.331
0.03,1.3111,26.7722,10.6111,2.357
0.01,1.1498,27.5778,14.2111,2.383
2.27,1.0712,24.5389,15.5056,2.409
1.72,1.1208,21.5222,8.4444,2.435
0.08,1.005,11.9833,1.3778,2.461
0.06,0.9182,16.4222,-1.2722,2.486
3.14,0.8768,21.1167,6.0722,2.512
9.91,0.8603,23.2556,11.7278,2.538
3.71,0.9802,20.2722,10.2944,2.564
0.48,1.1167,14.6333,4.8667,2.589
13.22,1.2408,10.8278,0.8222,2.615
8.34,1.6792,8.3278,-0.5111,2.64
0,1.5841,11.8833,1.2944,2.665
0.1,1.2904,10.9556,2.1722,2.691
0.14,1.125,11.2778,-0.9278,2.716
0,1.034,14.1778,-3.6833,2.741
0.01,0.9595,18.3167,-1.4667,2.766
0.42,0.9016,19.6944,0.5722,2.79
12.06,0.9637,18.1111,6.35,2.815
0.16,1.1498,20.2889,5.2611,2.84
0,1.0174,25.3222,4,2.864
0,0.9016,27.6889,7.4556,2.888
0.04,0.8479,25.8444,10.0389,2.912
0.25,0.8148,21.5278,6.8444,2.936
0,0.7693,21.7056,2.8444,2.96
0.07,0.7527,23.4444,4.5667,2.983
0.02,0.7445,22.3556,7.6944,3.007
0.05,0.7321,24.6333,8.5889,3.03
0,0.7279,29.0167,10.1722,3.053
0.55,0.7072,30.0944,12.9556,3.076
5.29,0.699,30.1611,14.4611,3.098
7.88,0.7362,27.0778,11.0667,3.12
4.59,0.7279,24.4944,12.6111,3.143
3.97,0.9016,26.3444,13.5389,3.164
42.65,0.881,23.2389,14.6944,3.186
0.28,4.0946,20.0611,9.9333,3.207
0.04,2.5312,18.9056,6.3889,3.228
2.73,1.6668,19.9556,2.2278,3.249
43.46,1.3442,19.9944,8.65,3.27
4.42,5.9971,19.2889,7.1889,3.29
0.75,4.7563,15.1,1.8444,3.31
0.21,3.7223,18.4722,-0.8278,3.33
14.04,2.3161,17.5444,5.7611,3.349
0.29,1.9191,15.2778,9.0944,3.369
0.23,1.7123,13.8111,6.5556,3.387
1.93,1.4889,16.5444,2.7167,3.406
0.24,1.2449,20.4778,2.0833,3.424
0.25,1.1705,21.7444,8.0167,3.442
6.95,1.2697,22.1889,11.7556,3.46
0.02,1.3194,21.3833,7.7333,3.477
0.15,1.096,24.0389,8.4333,3.494
0,0.9968,27.6,9.3667,3.511
0,0.914,26.1889,11.1556,3.527
0.02,0.8934,24.8944,11.6556,3.543
0.17,0.881,28.2889,12.7333,3.558
10.32,0.8561,28.8278,11.1056,3.573
5.76,1.4558,27.1,14.2056,3.588
0.17,1.2201,27.4167,12.3389,3.603
0.07,0.9719,29.8333,12.2611,3.617
0.59,0.8727,31.35,16.0278,3.63
0.61,0.8272,29.3556,16.5556,3.644
0,0.7734,26.1056,9.6278,3.657
0,0.7362,26.0944,10.0556,3.669
0,0.7031,29.4444,13.0111,3.682
0.15,0.7197,31.3389,14.65,3.693
0.05,0.7279,32.6833,16.6444,3.705
4.92,0.6659,32.4111,17.45,3.716
2.28,0.7321,30.5389,15.9722,3.726
7.54,0.761,30.5111,17.2222,3.736
9.41,0.7527,29.5278,17.8111,3.746
5.96,0.8727,26.2111,17.2444,3.756
10.22,0.8148,26.2611,16.5611,3.765
22.66,1.125,26.55,15.9667,3.773
24.42,2.5808,26.3222,17.8333,3.781
0.31,2.9985,27.6278,15.1056,3.789
0.36,1.9067,27.7778,12.5278,3.796
12.57,1.3814,28.4722,15.0389,3.803
0.93,1.3814,28.0389,16.5,3.809
5.58,1.431,30.7944,16.6667,3.815
14.44,1.3773,28.4222,17.7167,3.821
16.22,1.8529,23.1222,18.1889,3.826
0.17,2.3988,26.1667,14.9111,3.831
0.1,1.6378,27.9778,12.5611,3.835
2.65,1.4062,28.6056,15.7056,3.839
8.73,1.096,26.95,17.7778,3.842
18.97,1.2904,27.4389,17.6389,3.845
1.35,3.0151,27.7722,17.7333,3.847
6.3,2.2169,30.1389,17.8111,3.849
4.13,2.0845,30.5444,18.4,3.851
1.74,1.8363,30.9667,18.4611,3.852
0.69,1.3649,31.9278,18.6722,3.853
1.05,1.249,31.5389,19.2833,3.853
7.28,1.0464,29.9944,19.4667,3.853
0.03,1.1415,28.5222,18.9556,3.852
0.15,0.9968,27.4,16.15,3.851
0.13,0.8355,27.4556,14.2389,3.849
0.44,0.7982,26.5944,14.3167,3.847
3.47,0.761,24.9556,17.2778,3.845
53.62,0.7982,24.9556,18.6167,3.842
21.42,2.0349,28.0333,18.9889,3.839
6.61,4.9631,29.4,19.6667,3.835
5.83,4.3427,29.2722,19.8722,3.831
0.63,3.5155,31.4333,18.8056,3.826
3.4,2.8951,31.7222,17.25,3.821
0.13,2.3988,33.0667,18.2,3.816
0.08,1.7454,33.4167,20.1278,3.81
4.63,1.2118,32.4722,20.7556,3.803
0.64,1.1663,30.5444,19.4222,3.797
0.13,1.2739,29.45,18.3389,3.789
22.31,1.0092,28.6,17.85,3.782
11.22,2.0473,27.4222,18.7056,3.774
2.17,3.1888,24.6111,18.6056,3.765
0.42,1.675,26.3278,17.1722,3.756
9.17,1.2449,27.5389,17.9056,3.747
5.4,1.3938,28.1167,18.5611,3.737
5.74,1.4145,29.2222,19.0444,3.727
1.84,1.1994,30.2,18.0944,3.717
0.21,1.4021,31.0778,18.8333,3.706
1.31,1.2863,31.9167,18.0222,3.694
2.48,1.4228,31.8,19.6111,3.683
6.79,1.125,31.9167,19.45,3.67
6.44,1.4807,30.9611,19.5889,3.658
1.22,1.4931,30.15,18.9944,3.645
0.02,1.0629,29.4944,17.8167,3.632
5.64,0.9389,29.4278,19.1667,3.618
10.49,0.9058,30.35,19.3778,3.604
9.89,1.4972,27.7056,20.3278,3.59
0.87,1.8074,28.6889,18.7944,3.575
0,1.3855,31.6778,15.3944,3.56
0.01,1.005,32.5778,17.0056,3.544
0.24,0.8603,32.1778,18.9278,3.528
2.99,0.8024,32.0611,19.4611,3.512
0.01,0.9182,29.9056,19.0444,3.495
0,0.7569,26.1833,12.0167,3.479
0,0.6783,23.9889,10.0722,3.461
0.01,0.6535,24.4111,10.8,3.444
0.26,0.5997,23.9,13.3667,3.426
0.25,0.608,24.95,15.2667,3.408
0.07,0.6245,27.8667,14.6,3.389
10.04,0.5956,27.1556,17.4722,3.37
7.21,0.8106,27.5389,18.4111,3.351
1.23,0.8644,29.3944,17.35,3.332
10.79,0.8313,28.6556,17.6444,3.312
21.61,0.9637,26.3333,17.8222,3.292
2.72,2.2169,26.1944,17.1111,3.272
0.22,1.4476,29.1611,17.1111,3.251
1.62,1.1084,30.5611,18.7167,3.23
1.28,0.9306,31.8056,18.8222,3.209
4.43,0.9306,32.5222,19.45,3.188
2.75,1.7123,29.8444,19.8278,3.166
4.71,0.9761,27.9611,19.15,3.145
3.83,0.8189,26.1444,19.0889,3.122
5.36,1.1622,27.0778,19.3278,3.1
0.87,1.2201,29.1667,19.4889,3.078
11.49,0.9637,30.85,20.2111,3.055
0.08,3.1681,30.8444,19.5167,3.032
0,1.7164,30.0222,15.7944,3.009
0.03,0.9347,29.3444,15.3167,2.986
0.07,0.7941,29.2222,17.6556,2.962
0.14,0.7321,26.9944,17.4778,2.938
0.03,0.6948,24.05,14.0722,2.914
1.04,0.6659,22.1611,15.3944,2.89
4.02,0.6783,22.3667,16.6889,2.866
2.9,0.7031,25.1222,17.7167,2.842
0.07,0.7362,28.75,18.1111,2.817
0.28,0.7197,30.5778,16.6667,2.793
0.43,0.6783,31.0278,17.4944,2.768
6.97,0.6493,30.6944,18.1389,2.743
7.62,0.6328,28.4056,18.85,2.718
10.74,0.7362,27.8,19.6722,2.693
2.29,0.8851,28.8611,18.8111,2.668
30.7,1.4641,29.2111,18.3167,2.642
14.26,2.2499,26.85,18.0833,2.617
0.01,2.7297,25.1944,13.1389,2.591
0,1.8446,23.8111,11.4556,2.566
0.01,1.2987,22.8722,13.8111,2.54
3.8,1.0464,22.5444,14.6944,2.515
7.58,0.9554,26.9556,17.9056,2.489
72.39,1.9232,26.2111,19.2667,2.463
1.36,7.0311,24.7,15.4778,2.437
0.11,3.4535,18.1444,5.7222,2.411
20.17,2.9241,15.8444,6.9778,2.385
4.82,3.8919,22.5389,10.1833,2.36
0.05,2.8621,20.7944,7.3667,2.334
0.04,2.0928,20.2,3.5833,2.308
4.24,1.7247,20.5444,8.3222,2.282
32.63,1.6626,18.3722,13.3944,2.256
50.11,4.3427,18.0833,13.9833,2.23
3.74,11.6633,25.5722,15.1944,2.205
0,10.5052,26.0389,13.5444,2.179
0,4.1773,23.7278,8.6778,2.153
0,3.3005,22.7389,2.6278,2.127
0,2.8993,27.4833,6.5944,2.102
0.03,2.1962,24.5944,12.0389,2.076
0,1.9067,19.4778,6.3556,2.051
0,1.642,16.8333,0.5333,2.026
0.01,1.4228,18.5778,0.5722,2
0,1.3979,23.5278,2.7944,1.975
0,1.3566,25.7833,4.8333,1.95
0,1.2821,27.5167,7.6611,1.925
0,1.2532,28.4611,11.9111,1.901
0,1.2408,28.3889,9.5667,1.876
0.03,1.2201,26.8444,10.65,1.851
10.53,1.1746,24.0167,15.4167,1.827
35.32,1.369,22.3,14.9611,1.803
3.98,3.1557,15.1833,7.9278,1.779
0.04,2.8042,10.2611,0.9333,1.755
0,2.3575,16.2333,-0.4944,1.731
0,1.6544,21.4167,2.9556,1.708
0,1.5427,20.5944,1.9,1.684
0,1.431,21.4167,4.0611,1.661
0,1.3318,22.2611,2.3278,1.638
0,1.2945,22.3667,2.1667,1.615
0,1.2697,23.0556,2.5556,1.593
0,1.249,23.4889,2.85,1.571
0.11,1.2325,22.7778,4.0722,1.548
0.23,1.187,21.5889,7.0611,1.527
1.67,1.1787,21.9056,11.3222,1.505
0.18,1.2201,18.3611,5.3167,1.484
0.5,1.2077,12.9333,4.0111,1.463
0.38,1.187,12.5889,3.4611,1.442
0.02,1.1581,12.5833,-1.4389,1.421
0.49,1.1126,17.6389,-1.2278,1.401
6.28,1.1167,15.45,3.7444,1.381
0.19,1.1787,16.35,7.7722,1.361
3.58,1.2201,18.6889,9.6944,1.342
0.21,1.2036,18.5611,11.3722,1.322
0.05,1.1622,16.7056,-0.0111,1.304
0,1.096,19.3278,-1.8444,1.285
0,1.0588,24.5,4.4722,1.267
0,1.0588,23.7778,4.4278,1.249
1.92,1.0423,21.2389,6.1722,1.231
18.49,1.0629,18.3278,9.55,1.214
26.8,1.6171,15.2444,4.0056,1.197
0,3.6437,6.55,-3.7389,1.181
0,2.8745,11.9944,-3.5056,1.164
0,2.6883,12.6389,-2.2222,1.148
0,2.4816,18.7056,0.4,1.133
0.72,1.9852,15.4889,4.5111,1.118
22.03,1.5675,7.0889,-1.7333,1.103
1.22,2.1879,3.9722,-2.3,1.088
0.07,2.1962,5.5167,-7.7056,1.074
0.04,1.7784,10.9278,-5.7444,1.061
0.32,1.5634,16.4667,0.6222,1.047
0.16,1.4683,14.3,7.0389,1.034
0.29,1.4352,17.5833,6.8944,1.022
0.01,1.3979,12.5444,2.0444,1.009
0,1.34,11.0444,-5.55,0.998
0,1.2697,13.6556,-3.1444,0.986
0.02,1.2573,14.2278,-3.7389,0.975
0.06,1.2532,7.2778,-5.1889,0.965
0.01,1.2077,6.2833,-8.7333,0.955
0,1.2036,13.0611,-4.2389,0.945
0.04,1.1787,18.1556,1.5278,0.935
4.61,1.1829,14.2222,3.6944,0.926
22.44,1.3152,5.9667,-1.9167,0.918
4.29,1.6296,-0.1056,-3.4333,0.91
0.84,1.5923,4.6333,-4.9444,0.902
0.04,1.5592,4.6667,-3.1,0.895
29.43,2.1796,3.2167,-0.4,0.888
2.02,3.5569,2.6611,-2.4556,0.882
0.03,2.7793,3.7222,-8.6944,0.876
0.83,2.2458,5.1556,-6.3833,0.87
0.04,2.0886,1.3611,-11.5556,0.865
0.02,1.6502,-3.1333,-11.7778,0.86
0.03,1.4931,2.5556,-8.0667,0.856
1.22,1.4517,0.5389,-5.4389,0.852
0,1.3938,1.7278,-8.6556,0.849
0,1.3442,3.9333,-10.5111,0.846
0,1.3111,-3.0667,-13.9167,0.844
0,1.0836,-7.3722,-13.6222,0.842
0,1.0009,-2.5167,-13.6722,0.84
0.05,0.9926,-1.2833,-12.9556,0.839
0.09,0.9926,3.7611,-7.4611,0.838
0.29,0.9926,1.8611,-9.3278,0.838
0.13,1.0009,9.2944,-6.2667,0.838
0,1.0133,10.9,-6.0722,0.839
1.2,1.1167,12.2722,0.05,0.84
31.03,1.3814,13.5556,3.3778,0.842
0.65,3.7885,11.3111,-0.5111,0.84
0.04,2.7587,7.9222,-7.1278,0.849
0,2.3161,13.3389,-4.5,0.852
8.28,1.9604,12.5111,1.2167,0.856
2.63,2.0059,12.4167,5.4889,0.86
7.66,2.1879,11.2667,5.1556,0.865
4.41,2.3988,8.8667,2.0944,0.87
18.1,3.2591,7.45,2.3389,0.875
0.13,4.0036,10.4556,-2.6333,0.881
0.28,2.9861,11.5944,-0.1667,0.888
0.01,2.2458,15.8611,-3.0278,0.894
